NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver	Evalue	SPID	ProteinName	Organism	GO	PFAM
comp126665_c0_seq2	0.087832079	0.042559906	0.083268661	0.088531822	0.093806267	0.05117154	0.055286773	0.076049087	0.063976527	8e-53	Q7ZWU7	Extended synaptotagmin-2-B (E-Syt2-B)	Xenopus laevis (African clawed frog)	endocytosis [GO:0006897]; lipid transport [GO:0006869]	PF00168;PF17047;
comp126686_c0_seq2	0.001989216	0.001562903	0.001134314	0.001022806	0.001256712	0.001810698	0.024868661	0.00207132	0.001659032	8e-121	Q6NRL2	Sorting nexin-33 (SH3 and PX domain-containing protein 3)	Xenopus laevis (African clawed frog)	cleavage furrow formation [GO:0036089]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; endosome organization [GO:0007032]; intracellular protein transport [GO:0006886]; macropinocytosis [GO:0044351]; membrane tubulation [GO:0097320]; mitotic cytokinesis [GO:0000281]; mitotic nuclear division [GO:0007067]	PF10456;PF00787;PF14604;
comp126710_c0_seq1	0.07191184	0.025107294	0.044767665	0.054782866	0.043482	0.017154737	0.050858979	0.045777276	0.031766038	4e-20	Q9P209	Centrosomal protein of 72 kDa (Cep72)	Homo sapiens (Human)	centriole replication [GO:0007099]; G2/M transition of mitotic cell cycle [GO:0000086]; gamma-tubulin complex localization [GO:0033566]; regulation of protein localization to centrosome [GO:1904779]; spindle organization [GO:0007051]	
comp126744_c0_seq1	0.015051511	0.003453166	0.014958224	0.003401313	0.006899847	0.014601007	0.012297335	0.012997384	0.010895235	5e-135	Q92783	Signal transducing adapter molecule 1 (STAM-1)	Homo sapiens (Human)	autophagy [GO:0006914]; endosomal transport [GO:0016197]; intracellular protein transport [GO:0006886]; multivesicular body assembly [GO:0036258]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; positive regulation of exosomal secretion [GO:1903543]; regulation of extracellular exosome assembly [GO:1903551]; signal transduction [GO:0007165]	PF00018;PF02809;PF00790;
comp126758_c0_seq1	0.019281111	0.020890595	0.01415461	0.015676288	0.00825468	0.012375674	0.014843915	0.025421115	0.014094938	2e-11	Q3SZA1	Rho-related GTP-binding protein RhoF	Bos taurus (Bovine)	actin filament organization [GO:0007015]; small GTPase mediated signal transduction [GO:0007264]	PF00071;
comp126758_c0_seq2	0.019281111	0.020890595	0.01415461	0.015676288	0.00825468	0.012375674	0.014843915	0.025421115	0.014094938	4e-72	Q9VND8	GTP-binding protein Rheb homolog	Drosophila melanogaster (Fruit fly)	apical protein localization [GO:0045176]; axon guidance [GO:0007411]; carbohydrate metabolic process [GO:0005975]; cell growth [GO:0016049]; G1/S transition of mitotic cell cycle [GO:0000082]; imaginal disc growth [GO:0007446]; lipid metabolic process [GO:0006629]; multicellular organism growth [GO:0035264]; negative regulation of autophagy [GO:0010507]; phototaxis [GO:0042331]; positive regulation of cell growth [GO:0030307]; positive regulation of cell size [GO:0045793]; positive regulation of ribosome biogenesis [GO:0090070]; positive regulation of TOR signaling [GO:0032008]; positive regulation of translation [GO:0045727]; regulation of autophagy [GO:0010506]; regulation of reactive oxygen species metabolic process [GO:2000377]; response to starvation [GO:0042594]; ribosome biogenesis [GO:0042254]; small GTPase mediated signal transduction [GO:0007264]; synaptic growth at neuromuscular junction [GO:0051124]; terminal branching, open tracheal system [GO:0007430]	PF00071;
comp126766_c0_seq1	0.003034898	0.002307782	0.003177771	0.004018495	0.000993546	0.004663849	0.003216358	0.003188741	0.001447115	2e-09	O57594	Surfeit locus protein 6 homolog	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)		PF04935;
comp126777_c0_seq1	0.001885339	0.006060453	0.003542015	0.001492757	0.000550267	0.001013385	0.003208939	0.001652788	0.000930528	6e-101	Q9D0I8	mRNA turnover protein 4 homolog (Ribosome assembly factor Mrto4)	Mus musculus (Mouse)	nuclear-transcribed mRNA catabolic process [GO:0000956]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	PF00466;
comp126795_c0_seq3	0.005870972	0.007662713	0.003323894	0.00256316	0.003262731	0.008330482	0.009258362	0.005957709	0.00412803	2e-152	P30628	Probable V-type proton ATPase 116 kDa subunit a (V-ATPase 116 kDa isoform a) (Uncoordinated protein 32) (Vacuolar proton translocating ATPase 116 kDa subunit a)	Caenorhabditis elegans	ATP hydrolysis coupled proton transport [GO:0015991]; ATP synthesis coupled proton transport [GO:0015986]; embryo development ending in birth or egg hatching [GO:0009792]; locomotion [GO:0040011]; negative regulation of locomotion [GO:0040013]; nematode larval development [GO:0002119]; positive regulation of programmed cell death [GO:0043068]; response to hypoxia [GO:0001666]; synaptic transmission, cholinergic [GO:0007271]; vacuolar acidification [GO:0007035]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	PF01496;
comp126807_c0_seq1	0.403093434	0.645224236	0.587538648	0.455286319	0.467677294	0.31359114	1.031529886	0.616474989	0.835184235	1e-08	Q09918	Putative glutathione-independent glyoxalase hsp3105 (EC 4.2.1.130) (Glyoxalase 3 homolog 5) (Heat shock protein 31 homolog 5)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	PF01965;
comp126807_c0_seq2	0.403093434	0.645224236	0.587538648	0.455286319	0.467677294	0.31359114	1.031529886	0.616474989	0.835184235	5e-36	Q09675	Glutathione-independent glyoxalase hsp3102 (EC 4.2.1.130) (Glyoxalase 3 homolog 2) (Heat shock protein 31 homolog 2)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	cellular detoxification [GO:1990748]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	PF01965;
comp126828_c0_seq1	1.534957514	3.071840606	2.304676031	1.489298015	1.290084259	1.884224526	1.854461011	2.024169071	1.610351807	1e-160	P52193	Calreticulin (CRP55) (Calregulin) (HACBP)	Bos taurus (Bovine)	protein folding [GO:0006457]; protein stabilization [GO:0050821]	PF00262;
comp126846_c0_seq1	0.055036649	0.066472677	0.068180357	0.061901106	0.058055701	0.045502576	0.061804849	0.064785601	0.088370262	2e-07	Q9H254	Spectrin beta chain, non-erythrocytic 4 (Beta-IV spectrin) (Spectrin, non-erythroid beta chain 3)	Homo sapiens (Human)	actin filament capping [GO:0051693]; adult walking behavior [GO:0007628]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cardiac conduction [GO:0061337]; central nervous system projection neuron axonogenesis [GO:0021952]; clustering of voltage-gated sodium channels [GO:0045162]; cytoskeletal anchoring at plasma membrane [GO:0007016]; ER to Golgi vesicle-mediated transport [GO:0006888]; establishment of protein localization to plasma membrane [GO:0090002]; fertilization [GO:0009566]; MAPK cascade [GO:0000165]; negative regulation of heart rate [GO:0010459]; positive regulation of multicellular organism growth [GO:0040018]; regulation of peptidyl-serine phosphorylation [GO:0033135]; regulation of sodium ion transport [GO:0002028]; sensory perception of sound [GO:0007605]; transmission of nerve impulse [GO:0019226]; vesicle-mediated transport [GO:0016192]	PF00307;PF00435;
comp126846_c1_seq1	0.436724709	0.559133559	0.548416577	0.522714627	0.502120814	0.320692675	0.500214319	0.566119459	0.610059539	6e-70	P13796	Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1)	Homo sapiens (Human)	actin filament bundle assembly [GO:0051017]; cell migration [GO:0016477]; extracellular matrix disassembly [GO:0022617]; organ regeneration [GO:0031100]; positive regulation of podosome assembly [GO:0071803]; protein kinase A signaling [GO:0010737]; regulation of intracellular protein transport [GO:0033157]; T cell activation involved in immune response [GO:0002286]	PF00307;PF13499;
comp126862_c0_seq4	0.018749847	0.017747179	0.023797144	0.019379227	0.02326092	0.016052887	0.026395346	0.024823907	0.025054121	5e-28	Q1RM35	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)	Danio rerio (Zebrafish) (Brachydanio rerio)		PF11527;
comp126863_c0_seq1	0.005204485	0.00618995	0.004964935	0.003601203	0.004258463	0.003339141	0.004697987	0.005471979	0.00422373	2e-118	P49916	DNA ligase 3 (EC 6.5.1.1) (DNA ligase III) (Polydeoxyribonucleotide synthase [ATP] 3)	Homo sapiens (Human)	base-excision repair, DNA ligation [GO:0006288]; cell cycle [GO:0007049]; cell division [GO:0051301]; DNA biosynthetic process [GO:0071897]; DNA ligation [GO:0006266]; DNA replication [GO:0006260]; double-strand break repair [GO:0006302]; double-strand break repair via alternative nonhomologous end joining [GO:0097681]; double-strand break repair via homologous recombination [GO:0000724]; mitochondrial DNA repair [GO:0043504]; mitochondrion organization [GO:0007005]; negative regulation of mitochondrial DNA replication [GO:0090298]; nucleotide-excision repair, DNA gap filling [GO:0006297]; transcription-coupled nucleotide-excision repair [GO:0006283]	PF04679;PF01068;PF04675;PF16759;PF00645;
comp126900_c0_seq1	0.006956949	0.000163545	0.001062812	0.010806656	0.001352729	0.000561366	0.000221605	0.002441303	0.001531569	1e-32	P0CB92	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	oxidation-reduction process [GO:0055114]	PF06747;
comp126941_c1_seq2	0.00250946	0.00566979	0.004368885	0.00431974	0.00229915	0.003686693	0.00428731	0.00500713	0.005000271	3e-122	Q5RBF2	E3 ubiquitin-protein ligase NEDD4-like (EC 6.3.2.-)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	cell differentiation [GO:0030154]	PF00168;PF00632;PF00397;
comp126941_c1_seq3	0.00250946	0.00566979	0.004368885	0.00431974	0.00229915	0.003686693	0.00428731	0.00500713	0.005000271	7e-21	Q2EJA0	Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	Rattus norvegicus (Rat)	bud elongation involved in lung branching [GO:0060449]; cell morphogenesis [GO:0000902]; cell proliferation [GO:0008283]; cellular response to gamma radiation [GO:0071480]; cellular response to retinoic acid [GO:0071300]; contact inhibition [GO:0060242]; DNA damage induced protein phosphorylation [GO:0006975]; embryonic heart tube morphogenesis [GO:0003143]; hippo signaling [GO:0035329]; keratinocyte differentiation [GO:0030216]; lateral mesoderm development [GO:0048368]; lung epithelial cell differentiation [GO:0060487]; negative regulation of epithelial cell differentiation [GO:0030857]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of stem cell differentiation [GO:2000737]; notochord development [GO:0030903]; paraxial mesoderm development [GO:0048339]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell proliferation [GO:0008284]; positive regulation of organ growth [GO:0046622]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of keratinocyte proliferation [GO:0010837]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]; regulation of neurogenesis [GO:0050767]; regulation of stem cell proliferation [GO:0072091]; somatic stem cell population maintenance [GO:0035019]; transcription, DNA-templated [GO:0006351]; vasculogenesis [GO:0001570]	PF00397;
comp126941_c2_seq1	0.017913919	0.011453119	0.013065748	0.019036791	0.017603498	0.012686561	0.014929911	0.012279281	0.014830263	5e-10	Q9SKR2	Synaptotagmin-1 (NTMC2T1.1) (Synaptotagmin A)	Arabidopsis thaliana (Mouse-ear cress)	endocytosis [GO:0006897]; viral process [GO:0016032]	PF00168;PF17047;
comp126941_c2_seq2	0.017913919	0.011453119	0.013065748	0.019036791	0.017603498	0.012686561	0.014929911	0.012279281	0.014830263	1e-12	Q9R0N7	Synaptotagmin-7 (Synaptotagmin VII) (SytVII)	Mus musculus (Mouse)	calcium ion-regulated exocytosis of neurotransmitter [GO:0048791]; calcium ion regulated lysosome exocytosis [GO:1990927]; phagocytosis [GO:0006909]; phagosome-lysosome fusion [GO:0090385]; plasma membrane repair [GO:0001778]; regulation of bone remodeling [GO:0046850]; regulation of calcium ion-dependent exocytosis [GO:0017158]; regulation of glucagon secretion [GO:0070092]; regulation of insulin secretion [GO:0050796]; regulation of phagocytosis [GO:0050764]; short-term synaptic potentiation [GO:1990926]; synaptic vesicle recycling [GO:0036465]; vesicle-mediated cholesterol transport [GO:0090119]	PF00168;
comp126944_c0_seq1	0.001742149	0.000415286	0.00167159	0.000969475	0.001278298	0.005414409	0.00134638	0.000292832	0.001562217	1e-30	Q9QXE5	Thymus-specific serine protease (EC 3.4.-.-) (Serine protease 16)	Mus musculus (Mouse)	proteolysis [GO:0006508]	PF05577;
comp126953_c0_seq1	0.834919781	1.33163701	1.088441204	0.864454352	0.83300469	0.543037151	1.097358609	0.93171099	0.977361817	9e-130	P81004	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin)	Xenopus laevis (African clawed frog)		PF01459;
comp126982_c1_seq1	0.099227692	0.079424825	0.046354318	0.108474398	0.109551582	0.082624652	0.067517258	0.106704748	0.122324688	6e-11	P34121	Coactosin (Cyclic AMP-regulated protein p16) (Cytoskeletal protein p17)	Dictyostelium discoideum (Slime mold)	regulation of actin filament polymerization [GO:0030833]; response to bacterium [GO:0009617]	PF00241;
comp127023_c0_seq1	0.091577688	0.079256752	0.154646406	0.113552823	0.078061237	0.125175311	0.130188658	0.14483376	0.103891043	9e-67	P62282	40S ribosomal protein S11	Rattus norvegicus (Rat)	osteoblast differentiation [GO:0001649]; translation [GO:0006412]	PF00366;PF16205;
comp127066_c0_seq1	0.128713074	0.12853221	0.12394796	0.114507027	0.141521479	0.088984508	0.165759259	0.121986804	0.137976607	3e-64	Q9Y6F1	Poly [ADP-ribose] polymerase 3 (PARP-3) (hPARP-3) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (IRT1) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3)	Homo sapiens (Human)	DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; lagging strand elongation [GO:0006273]; positive regulation of DNA ligation [GO:0051106]; protein ADP-ribosylation [GO:0006471]; protein localization to site of double-strand break [GO:1990166]; regulation of mitotic spindle organization [GO:0060236]; telomere maintenance [GO:0000723]	PF00644;PF02877;PF05406;
comp127076_c0_seq1	0.001416846	7.1572e-05	0.003115085	0.001905222	0.002289084	0.002394312	0.000244594	0.001656399	0.001360202	4e-141	Q16932	Syntaxin	Aplysia californica (California sea hare)	intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; neurotransmitter transport [GO:0006836]; regulation of exocytosis [GO:0017157]; vesicle-mediated transport [GO:0016192]	PF05739;PF00804;
comp127093_c0_seq1	0.062652695	0.186152004	0.135752126	0.066999739	0.031957158	0.116312843	0.128532463	0.115511434	0.070082668	9e-87	Q8BH24	Transmembrane 9 superfamily member 4	Mus musculus (Mouse)		PF02990;
comp127108_c0_seq1	0.131279408	0.099546671	0.208106847	0.136862393	0.104968876	0.157300398	0.092769897	0.178525269	0.063167757	1e-69	P60868	40S ribosomal protein S20	Rattus norvegicus (Rat)	translation [GO:0006412]	PF00338;
comp127116_c0_seq2	0.000328878	1.4102e-05	0.000342695	0.000327787	0.000544318	0.000309514	0.000461101	0.000436557	0.000367933	1e-70	Q09221	Copine family protein 2	Caenorhabditis elegans		PF07002;
comp127174_c0_seq1	0.132020676	0.128217092	0.282901589	0.186256931	0.131831607	0.23383061	0.273579099	0.217762307	0.101165389	4e-131	P46782	40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]	Homo sapiens (Human)	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational fidelity [GO:0006450]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]	PF00177;
comp127187_c0_seq1	0.000584655263157895	5.653e-06	0.000996201	0.000629673	0.000641317	0.000585555	3.896e-06	0.00070064	2.4022e-05	2e-130	Q64270	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)	Rattus norvegicus (Rat)	cellular response to stimulus [GO:0051716]; negative regulation of guanyl-nucleotide exchange factor activity [GO:1905098]; oligodendrocyte development [GO:0014003]; positive regulation of GTPase activity [GO:0043547]; response to amino acid starvation [GO:1990928]; response to glucose [GO:0009749]; response to heat [GO:0009408]; response to peptide hormone [GO:0043434]; translation [GO:0006412]; translational initiation [GO:0006413]	PF01008;
comp127194_c0_seq1	0.001644713	0.00270563	0.000435503	0.001767067	0.000743289	0.000936939	0.000260085	0.001539201	0.001524921	1e-74	Q7Z6B7	SLIT-ROBO Rho GTPase-activating protein 1 (srGAP1) (Rho GTPase-activating protein 13)	Homo sapiens (Human)	negative regulation of cell migration [GO:0030336]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]	PF00611;PF00620;PF00018;
comp127194_c0_seq3	0.001644713	0.00270563	0.000435503	0.001767067	0.000743289	0.000936939	0.000260085	0.001539201	0.001524921	1e-09	Q9BE31	Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	signal transduction [GO:0007165]	PF00169;PF00620;PF14604;
